,UniprotID,GO.annotation.,X.1,Notes,Hcategory,Mcategory,Lcategory,category,Chebicategory,decision,importantCategory
98,F4IN58,"GO:0005261; F:cation channel activity; IBA:GO_Central, GO:0008381; F:mechanosensitive ion channel activity; IBA:GO_Central.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation;1.A Nonselective,,1.C inorganic cation*IBA:GO_Central;1.A Nonselective*IBA:GO_Central.,"1.C inorganic cation,1.A Nonselective",1.C inorganic cation,
99,Q9K2S2,"GO:0015385; F:sodium:proton antiporter activity; IMP:CACAO, GO:0008137; F:NADH dehydrogenase (ubiquinone) activity; IEA:InterPro.",1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:CACAO,1.C inorganic cation,1.C inorganic cation,
100,O05229,"GO:0015385; F:sodium:proton antiporter activity; IMP:CACAO, GO:0008137; F:NADH dehydrogenase (ubiquinone) activity; IEA:InterPro, GO:0015386; F:potassium:proton antiporter activity; IEA:InterPro.",1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:CACAO,1.C inorganic cation,1.C inorganic cation,
101,Q8T5S1,"GO:0015385; F:sodium:proton antiporter activity; IMP:WormBase, GO:0015386; F:potassium:proton antiporter activity; IBA:GO_Central.",1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:WormBase,1.C inorganic cation,1.C inorganic cation,
102,G5EBK1,"GO:0015386; F:potassium:proton antiporter activity; IBA:GO_Central, GO:0015385; F:sodium:proton antiporter activity; IBA:GO_Central, GO:0005516; F:calmodulin binding; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
103,P51172,GO:0015280; F:ligand-gated sodium channel activity; TAS:ProtInc.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*TAS:ProtInc.,1.C inorganic cation,1.C inorganic cation,
104,Q708S3,"GO:0005261; F:cation channel activity; IPI:ZFIN, GO:0005272; F:sodium channel activity; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IPI:ZFIN,1.C inorganic cation,1.C inorganic cation,
105,Q2XVR3,"GO:0005248; F:voltage-gated sodium channel activity; IBA:GO_Central, GO:0005244; F:voltage-gated ion channel activity; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,1.A Nonselective,1.C inorganic cation*IBA:GO_Central;1.A Nonselective*IEA:UniProtKB-KW.,"1.C inorganic cation,1.A Nonselective",1.C inorganic cation,
106,Q20JQ7,"GO:0005248; F:voltage-gated sodium channel activity; IBA:GO_Central, GO:0005244; F:voltage-gated ion channel activity; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,1.A Nonselective,1.C inorganic cation*IBA:GO_Central;1.A Nonselective*IEA:UniProtKB-KW.,"1.C inorganic cation,1.A Nonselective",1.C inorganic cation,
107,Q01118,"GO:0005248; F:voltage-gated sodium channel activity; IBA:GO_Central, GO:0005244; F:voltage-gated ion channel activity; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,1.A Nonselective,1.C inorganic cation*IBA:GO_Central;1.A Nonselective*IEA:UniProtKB-KW.,"1.C inorganic cation,1.A Nonselective",1.C inorganic cation,
108,P73863,"GO:0015386; F:potassium:proton antiporter activity; IBA:GO_Central, GO:0015385; F:sodium:proton antiporter activity; IBA:GO_Central.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
109,Q04121,"GO:0015386; F:potassium:proton antiporter activity; IMP:SGD, GO:0015385; F:sodium:proton antiporter activity; IMP:SGD.",1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:SGD,1.C inorganic cation,1.C inorganic cation,
110,Q9KQU7,GO:0015385; F:sodium:proton antiporter activity; ISS:TIGR.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*ISS:TIGR.,1.C inorganic cation,1.C inorganic cation,
111,G3XD29,"GO:0015386; F:potassium:proton antiporter activity; IBA:GO_Central, GO:0015385; F:sodium:proton antiporter activity; IBA:GO_Central.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
112,Q92581,"GO:0015386; F:potassium:proton antiporter activity; IBA:GO_Central, GO:0015385; F:sodium:proton antiporter activity; IBA:GO_Central.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
113,Q3UW12,"GO:0030553; F:cGMP binding; ISO:MGI, GO:0005222; F:intracellular cAMP activated cation channel activity; ISO:MGI, GO:0005223; F:intracellular cGMP activated cation channel activity; ISO:MGI, GO:0005221; F:intracellular cyclic nucleotide activated cation channel activity; ISO:MGI, GO:0005249; F:voltage-gated potassium channel activity; IBA:GO_Central, GO:0005216; F:ion channel activity; TAS:MGI, GO:0030552; F:cAMP binding; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation;1.C inorganic cation,,1.C inorganic cation*ISO:MGI;1.A Nonselective*TAS:MGI,"1.C inorganic cation,1.A Nonselective",1.C inorganic cation,
114,Q28181,"GO:0042803; F:protein homodimerization activity; IDA:CAFA, GO:0042802; F:identical protein binding; IPI:IntAct, GO:0005249; F:voltage-gated potassium channel activity; IBA:GO_Central, GO:0030552; F:cAMP binding; IEA:UniProtKB-KW, GO:0005221; F:intracellular cyclic nucleotide activated cation channel activity; IEA:InterPro.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
115,P75757,GO:0005385; F:zinc ion transmembrane transporter activity; IMP:EcoCyc.,1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:EcoCyc.,1.C inorganic cation,1.C inorganic cation,
116,Q9NY26,"GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central, GO:0022890; F:inorganic cation transmembrane transporter activity; TAS:ProtInc, GO:0005102; F:signaling receptor binding; IEA:Ensembl.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
117,Q5U1X7,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
118,Q29175,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
119,P59889,"GO:0008270; F:zinc ion binding; IDA:ZFIN, GO:0005385; F:zinc ion transmembrane transporter activity; ISS:ZFIN.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*ISS:ZFIN.,1.C inorganic cation,1.C inorganic cation,
120,Q5ZI20,"GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central, GO:0042803; F:protein homodimerization activity; IEA:Ensembl.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
121,Q9NP94,GO:0005385; F:zinc ion transmembrane transporter activity; IMP:UniProtKB.,1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:UniProtKB.,1.C inorganic cation,1.C inorganic cation,
122,Q9PUB8,GO:0005385; F:zinc ion transmembrane transporter activity; ISS:ZFIN.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*ISS:ZFIN.,1.C inorganic cation,1.C inorganic cation,
123,Q31125,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
124,Q8AW42,GO:0005385; F:zinc ion transmembrane transporter activity; ISS:ZFIN.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*ISS:ZFIN.,1.C inorganic cation,1.C inorganic cation,
125,Q94DG6,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
126,Q6L8F9,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
127,Q6L8F7,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
128,A3BI11,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
129,Q852F6,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
130,Q5ZIH3,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
131,P32804,GO:0000006; F:high-affinity zinc transmembrane transporter activity; IMP:SGD.,1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:SGD.,1.C inorganic cation,1.C inorganic cation,
132,Q12436,GO:0000007; F:low-affinity zinc ion transmembrane transporter activity; IMP:SGD.,1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:SGD.,1.C inorganic cation,1.C inorganic cation,
133,Q940Q3,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
134,Q9EYX5,"GO:0042802; F:identical protein binding; IPI:IntAct, GO:0046873; F:metal ion transmembrane transporter activity; IBA:GO_Central, GO:0005385; F:zinc ion transmembrane transporter activity; IEA:InterPro.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
135,O94639,"GO:0000006; F:high-affinity zinc transmembrane transporter activity; IMP:PomBase, GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.",1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:PomBase,1.C inorganic cation,1.C inorganic cation,
136,Q6ZJ91,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
137,Q6L8G0,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
138,P34240,GO:0005385; F:zinc ion transmembrane transporter activity; IMP:SGD.,1.C. Cation,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IMP:SGD.,1.C inorganic cation,1.C inorganic cation,
139,A0A0G2KQY6,"GO:0005384; F:manganese ion transmembrane transporter activity; ISS:UniProtKB, GO:0005385; F:zinc ion transmembrane transporter activity; ISS:ZFIN.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*ISS:UniProtKB,1.C inorganic cation,1.C inorganic cation,
140,Q90805,"GO:0005249; F:voltage-gated potassium channel activity; IBA:GO_Central, GO:0030552; F:cAMP binding; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
141,Q21121,"GO:0042802; F:identical protein binding; IPI:IntAct, GO:0005262; F:calcium channel activity; IBA:GO_Central, GO:0015292; F:uniporter activity; IBA:GO_Central.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
142,C5HGF3,GO:0005262; F:calcium channel activity; ISS:UniProtKB.,1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*ISS:UniProtKB.,1.C inorganic cation,1.C inorganic cation,
143,Q7Z443,"GO:0005262; F:calcium channel activity; IBA:GO_Central, GO:0030246; F:carbohydrate binding; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
144,Q2EG98,"GO:0005262; F:calcium channel activity; IBA:GO_Central, GO:0005509; F:calcium ion binding; IEA:InterPro, GO:0030246; F:carbohydrate binding; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
145,Q7T3R4,GO:0008519; F:ammonium transmembrane transporter activity; IBA:GO_Central.,1.C. Cations,H. CONFIDANCE,,unspecificed cation,,unspecificed cation*IBA:GO_Central.,unspecificed cation,unspecificed cation,
146,Q18PF6,GO:0008519; F:ammonium transmembrane transporter activity; IBA:GO_Central.,1.C. Cations,H. CONFIDANCE,,unspecificed cation,,unspecificed cation*IBA:GO_Central.,unspecificed cation,unspecificed cation,
147,Q9WVJ0,"GO:0005249; F:voltage-gated potassium channel activity; IBA:GO_Central, GO:0000155; F:phosphorelay sensor kinase activity; IEA:InterPro.",1.C. Cations,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
148,O35174,GO:0005249; F:voltage-gated potassium channel activity; IBA:GO_Central.,1.C. Cations,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
149,Q9BQ31,"GO:0005251; F:delayed rectifier potassium channel activity; TAS:ProtInc, GO:0015459; F:potassium channel regulator activity; TAS:ProtInc.",1.C. Cations,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*TAS:ProtInc,1.C inorganic cation,1.C inorganic cation,
150,Q9UQ05,"GO:0005249; F:voltage-gated potassium channel activity; IBA:GO_Central, GO:0000155; F:phosphorelay sensor kinase activity; IEA:InterPro.",1.C. Cations,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
151,Q8NCM2,"GO:0005249; F:voltage-gated potassium channel activity; IBA:GO_Central, GO:0005516; F:calmodulin binding; IEA:UniProtKB-KW, GO:0044325; F:ion channel binding; IEA:Ensembl, GO:0000155; F:phosphorelay sensor kinase activity; IEA:InterPro, GO:0046982; F:protein heterodimerization activity; IEA:Ensembl.",1.C. Cations,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
152,Q8TDN2,GO:0005249; F:voltage-gated potassium channel activity; IBA:GO_Central.,1.C. Cations,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
153,P37296,"GO:0046961; F:proton-transporting ATPase activity, rotational mechanism; IGI:SGD, GO:0051117; F:ATPase binding; IBA:GO_Central.",1.C. Cations,H. CONFIDANCE,1.C inorganic cation,,,1.C inorganic cation*IGI:SGD,1.C inorganic cation,1.C inorganic cation,
154,Q9XUC4,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cations,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
155,Q9LXS1,"GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central, GO:0046872; F:metal ion binding; IEA:UniProtKB-KW.",1.C. Cations,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
156,Q9Z1L5,"GO:0005245; F:voltage-gated calcium channel activity; ISO:MGI, GO:0046872; F:metal ion binding; IEA:UniProtKB-KW.",1.C cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*ISO:MGI,1.C inorganic cation,1.C inorganic cation,
157,Q8VHX0,"GO:0016247; F:channel regulator activity; IBA:GO_Central, GO:0005245; F:voltage-gated calcium channel activity; IBA:GO_Central.",1.C cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
158,Q8VHW8,"GO:0016247; F:channel regulator activity; IBA:GO_Central, GO:0005245; F:voltage-gated calcium channel activity; IBA:GO_Central.",1.C cation,H. CONFIDANCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
159,D3KZG3,"GO:0005216; F:ion channel activity; IDA:UniProtKB, GO:0005272; F:sodium channel activity; IMP:CACAO.",1.C Cation,H. CONFIDENCE,1.A Nonselective;1.C inorganic cation,,,1.A Nonselective*IDA:UniProtKB;1.C inorganic cation*IMP:CACAO.,"1.A Nonselective,1.C inorganic cation",1.C inorganic cation,
160,Q9LKW9,"GO:0015386; F:potassium:proton antiporter activity; IBA:GO_Central, GO:0015385; F:sodium:proton antiporter activity; IBA:GO_Central.",1.C. Cation,H. CONFIDENCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
161,Q9Y2E8,"GO:0015386; F:potassium:proton antiporter activity; IBA:GO_Central, GO:0015385; F:sodium:proton antiporter activity; IBA:GO_Central.",1.C. Cation,H. CONFIDENCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
162,Q9UL51,"GO:0005222; F:intracellular cAMP activated cation channel activity; IDA:UniProtKB, GO:0005249; F:voltage-gated potassium channel activity; IDA:UniProtKB, GO:0042802; F:identical protein binding; IPI:IntAct, GO:0005248; F:voltage-gated sodium channel activity; IMP:UniProtKB,GO:0030552; F:cAMP binding; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDENCE,1.C inorganic cation,,,1.C inorganic cation*IDA:UniProtKB,1.C inorganic cation,1.C inorganic cation,
163,Q55EA1,"GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central, GO:0046872; F:metal ion binding; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDENCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
164,Q54LY6,GO:0005385; F:zinc ion transmembrane transporter activity; IBA:GO_Central.,1.C. Cation,H. CONFIDENCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
165,Q9NY37,"GO:0044736; F:acid-sensing ion channel activity; TAS:Reactome, GO:0015252; F:proton channel activity; IEA:Ensembl.",1.C. Cation,H. CONFIDENCE,,1.A Nonselective,1.C inorganic cation,1.A Nonselective*TAS:Reactome;1.C inorganic cation*IEA:Ensembl.,"1.A Nonselective,1.C inorganic cation",1.C inorganic cation,
166,Q86XJ0,GO:0005261; F:cation channel activity; IBA:GO_Central.,1.C. Cation,H. CONFIDENCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central.,1.C inorganic cation,1.C inorganic cation,
167,A2ARP9,"GO:0005248; F:voltage-gated sodium channel activity; IBA:GO_Central, GO:0005227; F:calcium activated cation channel activity; IEA:InterPro, GO:0005262; F:calcium channel activity; IEA:UniProtKB-KW, GO:0005244; F:voltage-gated ion channel activity; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDENCE,,1.C inorganic cation,1.C inorganic cation,1.C inorganic cation*IBA:GO_Central;1.A Nonselective*IEA:UniProtKB-KW.,"1.C inorganic cation,1.A Nonselective",1.C inorganic cation,
168,O73700,"GO:0008331; F:high voltage-gated calcium channel activity; IBA:GO_Central, GO:0051393; F:alpha-actinin binding; IEA:Ensembl, GO:0030506; F:ankyrin binding; IEA:Ensembl, GO:0046872; F:metal ion binding; IEA:UniProtKB-KW, GO:0086059; F:voltage-gated calcium channel activity involved SA node cell action potential; IEA:Ensembl.",1.C. Cation,H. CONFIDENCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
169,Q24270,"GO:0005245; F:voltage-gated calcium channel activity; IMP:FlyBase, GO:0008331; F:high voltage-gated calcium channel activity; IBA:GO_Central, GO:0046872; F:metal ion binding; IEA:UniProtKB-KW.",1.C. Cation,H. CONFIDENCE,1.C inorganic cation,,,1.C inorganic cation*IMP:FlyBase,1.C inorganic cation,1.C inorganic cation,
170,Q9P0X4,"GO:0005248; F:voltage-gated sodium channel activity; IBA:GO_Central, GO:0005245; F:voltage-gated calcium channel activity; TAS:ProtInc, GO:0008332; F:low voltage-gated calcium channel activity; IEA:InterPro.",1.C. Cation,H. CONFIDENCE,,1.C inorganic cation,,1.C inorganic cation*IBA:GO_Central,1.C inorganic cation,1.C inorganic cation,
